Class,Filename,CrossEra-ID,Instrumentation,Key,Mode,Composer,CompLifetime,Country,
piano_baroque,CrossEra-0839_BachWTK1_2_11_-_Das_Wohltemperierte_Klavier__Book_1_BWV_846-869_-_Prelude_in_A_minor_BWV_865.mp3,CrossEra-0839,piano,A,minor,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0840_BachWTK1_2_12_-_Das_Wohltemperierte_Klavier__Book_1_BWV_846-869_-_Fugue_in_A_minor_BWV_865.mp3,CrossEra-0840,piano,A,minor,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0841_BachWTK1_2_13_-_Das_Wohltemperierte_Klavier__Book_1_BWV_846-869_-_Prelude_in_B_flat_major_BWV_866.mp3,CrossEra-0841,piano,Bb,major,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0842_BachWTK1_2_14_-_Das_Wohltemperierte_Klavier__Book_1_BWV_846-869_-_Fugue_in_B_flat_major_BWV_866.mp3,CrossEra-0842,piano,Bb,major,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0843_BachWTK1_2_15_-_Das_Wohltemperierte_Klavier__Book_1_BWV_846-869_-_Prelude_in_B_flat_minor_BWV_867.mp3,CrossEra-0843,piano,Bb,minor,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0844_BachWTK1_2_16_-_Das_Wohltemperierte_Klavier__Book_1_BWV_846-869_-_Fugue_in_B_flat_minor_BWV_867.mp3,CrossEra-0844,piano,Bb,minor,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0845_BachWTK1_2_17_-_Das_Wohltemperierte_Klavier__Book_1_BWV_846-869_-_Prelude_in_B_major_BWV_868.mp3,CrossEra-0845,piano,B,major,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0846_BachWTK1_2_18_-_Das_Wohltemperierte_Klavier__Book_1_BWV_846-869_-_Fugue_in_B_major_BWV_868.mp3,CrossEra-0846,piano,B,major,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0847_BachWTK1_2_19_-_Das_Wohltemperierte_Klavier__Book_1_BWV_846-869_-_Prelude_in_B_minor_BWV_869.mp3,CrossEra-0847,piano,B,minor,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0848_BachWTK1_2_20_-_Das_Wohltemperierte_Klavier__Book_1_BWV_846-869_-_Fugue_in_B_minor_BWV_869.mp3,CrossEra-0848,piano,B,minor,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0849_Bach_English_Suite_no._1_in_a_major_bwv_806_allemande.mp3,CrossEra-0849,piano,A,major,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0850_Bach_English_Suite_no._1_in_a_major_bwv_806_bourree_i__ii.mp3,CrossEra-0850,piano,A,major,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0851_Bach_English_Suite_no._1_in_a_major_bwv_806_courante_i.mp3,CrossEra-0851,piano,A,major,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0852_Bach_English_Suite_no._1_in_a_major_bwv_806_courante_ii.mp3,CrossEra-0852,piano,A,major,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0853_Bach_English_Suite_no._1_in_a_major_bwv_806_double_i.mp3,CrossEra-0853,piano,A,major,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0854_Bach_English_Suite_no._1_in_a_major_bwv_806_double_ii.mp3,CrossEra-0854,piano,A,major,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0855_Bach_English_Suite_no._1_in_a_major_bwv_806_gigue.mp3,CrossEra-0855,piano,A,major,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0856_Bach_English_Suite_no._1_in_a_major_bwv_806_prelude.mp3,CrossEra-0856,piano,A,major,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0857_Bach_English_Suite_no._1_in_a_major_bwv_806_sarabande.mp3,CrossEra-0857,piano,A,major,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0858_Bach_English_Suite_no._3_in_g_minor_bwv_808_allemande.mp3,CrossEra-0858,piano,G,minor,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0859_Bach_English_Suite_no._3_in_g_minor_bwv_808_courante.mp3,CrossEra-0859,piano,G,minor,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0860_Bach_English_Suite_no._3_in_g_minor_bwv_808_gavotte_i__ii.mp3,CrossEra-0860,piano,G,minor,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0861_Bach_English_Suite_no._3_in_g_minor_bwv_808_gigue.mp3,CrossEra-0861,piano,G,minor,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0862_Bach_English_Suite_no._3_in_g_minor_bwv_808_prelude.mp3,CrossEra-0862,piano,G,minor,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0863_Bach_English_Suite_no._3_in_g_minor_bwv_808_sarabande.mp3,CrossEra-0863,piano,G,minor,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0864_Bach_Partita_no._2_in_c_minorallemande.mp3,CrossEra-0864,piano,C,minor,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0865_Bach_Partita_no._2_in_c_minorcapriccio.mp3,CrossEra-0865,piano,C,minor,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0866_Bach_Partita_no._2_in_c_minorcourante.mp3,CrossEra-0866,piano,C,minor,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0867_Bach_Partita_no._2_in_c_minorrondeaux.mp3,CrossEra-0867,piano,C,minor,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0868_Bach_Partita_no._2_in_c_minorsarabande.mp3,CrossEra-0868,piano,C,minor,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0869_Bach_Partita_no._2_in_c_minorsinfonia.mp3,CrossEra-0869,piano,C,minor,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0870_Bach_Partita_no._4_in_d_majorallemande.mp3,CrossEra-0870,piano,D,major,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0871_Bach_Partita_no._4_in_d_majoraria.mp3,CrossEra-0871,piano,D,major,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0872_Bach_Partita_no._4_in_d_majorcourante.mp3,CrossEra-0872,piano,D,major,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0873_Bach_Partita_no._4_in_d_majorgigue.mp3,CrossEra-0873,piano,D,major,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0874_Bach_Partita_no._4_in_d_majorminuet.mp3,CrossEra-0874,piano,D,major,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0875_Bach_Partita_no._4_in_d_majoroverture.mp3,CrossEra-0875,piano,D,major,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0876_Bach_Partita_no._4_in_d_majorsarabande.mp3,CrossEra-0876,piano,D,major,Bach; Johann Sebastian,1685-1750,Germany,
piano_baroque,CrossEra-0877_Couperin_Francois_Huitieme_ordre__i._la_raphaele.mp3,CrossEra-0877,piano,B,minor,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0878_Couperin_Francois_Huitieme_ordre__ii._allemande_lausoniene.mp3,CrossEra-0878,piano,B,minor,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0879_Couperin_Francois_Huitieme_ordre__iii._premiere_courante.mp3,CrossEra-0879,piano,B,minor,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0880_Couperin_Francois_Huitieme_ordre__iv._seconde_courante.mp3,CrossEra-0880,piano,B,minor,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0881_Couperin_Francois_Huitieme_ordre__ix._rondeau_passacaille.mp3,CrossEra-0881,piano,B,minor,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0882_Couperin_Francois_Huitieme_ordre__v._sarabande_lunique.mp3,CrossEra-0882,piano,B,minor,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0883_Couperin_Francois_Huitieme_ordre__vi._gavotte.mp3,CrossEra-0883,piano,B,minor,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0884_Couperin_Francois_Huitieme_ordre__vii._rondeau.mp3,CrossEra-0884,piano,B,minor,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0885_Couperin_Francois_Huitieme_ordre__viii._gigue.mp3,CrossEra-0885,piano,B,minor,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0886_Couperin_Francois_Huitieme_ordre__x._la_morinete.mp3,CrossEra-0886,piano,B,minor,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0887_Couperin_Francois_Neuvieme_ordre__i_allemande_for_two_pianos.mp3,CrossEra-0887,piano,A,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0888_Couperin_Francois_Neuvieme_ordre__ii._la_rafraichissante.mp3,CrossEra-0888,piano,A,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0889_Couperin_Francois_Neuvieme_ordre__iii._les_charmes.mp3,CrossEra-0889,piano,A,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0890_Couperin_Francois_Neuvieme_ordre__iv._rondeau_la_princesse_de_sens.mp3,CrossEra-0890,piano,A,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0891_Couperin_Francois_Neuvieme_ordre__ix._le_petit-deuil_ou_les_trois_veuves.mp3,CrossEra-0891,piano,A,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0892_Couperin_Francois_Neuvieme_ordre__v._lolimpique.mp3,CrossEra-0892,piano,A,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0893_Couperin_Francois_Neuvieme_ordre__vi._linsinuante.mp3,CrossEra-0893,piano,A,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0894_Couperin_Francois_Neuvieme_ordre__vii._la_seduisante.mp3,CrossEra-0894,piano,A,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0895_Couperin_Francois_Neuvieme_ordre__viii._le_bavolet-flotant.mp3,CrossEra-0895,piano,A,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0896_Couperin_Francois_Neuvieme_ordre__x._menuet.mp3,CrossEra-0896,piano,A,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0897_Couperin_Francois_Septieme_ordre__i._rondeau_la_menetou.mp3,CrossEra-0897,piano,G,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0898_Couperin_Francois_Septieme_ordre__les_petits_ages_ii._la_muse_naissante.mp3,CrossEra-0898,piano,G,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0899_Couperin_Francois_Septieme_ordre__les_petits_ages_iii._lenfantine.mp3,CrossEra-0899,piano,G,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0900_Couperin_Francois_Septieme_ordre__les_petits_ages_iv._rondeau_ladolescente.mp3,CrossEra-0900,piano,G,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0901_Couperin_Francois_Septieme_ordre__les_petits_ages_v._rondeau_les_delices.mp3,CrossEra-0901,piano,G,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0902_Couperin_Francois_Septieme_ordre__vi._la_basque.mp3,CrossEra-0902,piano,G,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0903_Couperin_Francois_Septieme_ordre__vii._la_chaze.mp3,CrossEra-0903,piano,G,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0904_Couperin_Francois_Septieme_ordre__viii._les_amusemens.mp3,CrossEra-0904,piano,G,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0905_Couperin_Francois_Sixieme_ordre__i._rondeau_les_moissonneurs.mp3,CrossEra-0905,piano,Bb,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0906_Couperin_Francois_Sixieme_ordre__ii._les_langueurs-tendres.mp3,CrossEra-0906,piano,Bb,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0907_Couperin_Francois_Sixieme_ordre__iii._rondeau_le_gazouillement.mp3,CrossEra-0907,piano,Bb,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0908_Couperin_Francois_Sixieme_ordre__iv._la_bersan.mp3,CrossEra-0908,piano,Bb,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0909_Couperin_Francois_Sixieme_ordre__v._rondeau_les_baricades_misterieuses.mp3,CrossEra-0909,piano,Bb,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0910_Couperin_Francois_Sixieme_ordre__vi._rondeau_les_bergeries.mp3,CrossEra-0910,piano,Bb,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0911_Couperin_Francois_Sixieme_ordre__vii._la_commere.mp3,CrossEra-0911,piano,Bb,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0912_Couperin_Francois_Sixieme_ordre__viii._le_moucheron.mp3,CrossEra-0912,piano,Bb,major,Couperin; Francois,1668-1733,France,
piano_baroque,CrossEra-0913_Giustini_12_sonate_da_cimbalo_op._1_sonata_no._10_in_f_minor__i._alemanda__affettuoso.mp3,CrossEra-0913,piano,F,minor,Giustini; Lodovico,1685-1743,Italy,
piano_baroque,CrossEra-0914_Giustini_12_sonate_da_cimbalo_op._1_sonata_no._10_in_f_minor__ii._tempo_di_gavotta__canzone.mp3,CrossEra-0914,piano,F,minor,Giustini; Lodovico,1685-1743,Italy,
piano_baroque,CrossEra-0915_Giustini_12_sonate_da_cimbalo_op._1_sonata_no._10_in_f_minor__iii._alemanda__grave_e_affettuoso.mp3,CrossEra-0915,piano,F,minor,Giustini; Lodovico,1685-1743,Italy,
piano_baroque,CrossEra-0916_Giustini_12_sonate_da_cimbalo_op._1_sonata_no._10_in_f_minor__iv._corrente__allegro_assai.mp3,CrossEra-0916,piano,F,minor,Giustini; Lodovico,1685-1743,Italy,
piano_baroque,CrossEra-0917_Giustini_12_sonate_da_cimbalo_op._1_sonata_no._7_in_g_major__i._alemanda__andante.mp3,CrossEra-0917,piano,G,major,Giustini; Lodovico,1685-1743,Italy,
piano_baroque,CrossEra-0918_Giustini_12_sonate_da_cimbalo_op._1_sonata_no._7_in_g_major__ii._corrente__presto_assai.mp3,CrossEra-0918,piano,G,major,Giustini; Lodovico,1685-1743,Italy,
piano_baroque,CrossEra-0919_Giustini_12_sonate_da_cimbalo_op._1_sonata_no._7_in_g_major__iii._siciliana__affettuoso.mp3,CrossEra-0919,piano,E,minor,Giustini; Lodovico,1685-1743,Italy,
piano_baroque,CrossEra-0920_Giustini_12_sonate_da_cimbalo_op._1_sonata_no._7_in_g_major__iv._gavotta__presto.mp3,CrossEra-0920,piano,G,major,Giustini; Lodovico,1685-1743,Italy,
piano_baroque,CrossEra-0921_Platti_piano_sonata_no._10_in_a_minor_op._4__i._allegro.mp3,CrossEra-0921,piano,A,minor,Platti; Giovanni Benedetto,1697-1763,Italy; Germany,
piano_baroque,CrossEra-0922_Platti_piano_sonata_no._10_in_a_minor_op._4__ii._adagio.mp3,CrossEra-0922,piano,A,minor,Platti; Giovanni Benedetto,1697-1763,Italy; Germany,
piano_baroque,CrossEra-0923_Platti_piano_sonata_no._10_in_a_minor_op._4__iii._allegro_assai.mp3,CrossEra-0923,piano,A,minor,Platti; Giovanni Benedetto,1697-1763,Italy; Germany,
piano_baroque,CrossEra-0924_Platti_piano_sonata_no._11_in_c_minor__iii._allegro.mp3,CrossEra-0924,piano,C,minor,Platti; Giovanni Benedetto,1697-1763,Italy; Germany,
piano_baroque,CrossEra-0925_Platti_piano_sonata_no._11_in_c_minor_op._4__i._adagio.mp3,CrossEra-0925,piano,C,minor,Platti; Giovanni Benedetto,1697-1763,Italy; Germany,
piano_baroque,CrossEra-0926_Platti_piano_sonata_no._11_in_c_minor_op._4__ii._allegro.mp3,CrossEra-0926,piano,C,minor,Platti; Giovanni Benedetto,1697-1763,Italy; Germany,
piano_baroque,CrossEra-0927_Platti_piano_sonata_no._12_in_c_major_op._4__i._non_tanto_allegro.mp3,CrossEra-0927,piano,C,major,Platti; Giovanni Benedetto,1697-1763,Italy; Germany,
piano_baroque,CrossEra-0928_Platti_piano_sonata_no._12_in_c_major_op._4__ii._larghetto.mp3,CrossEra-0928,piano,C,minor,Platti; Giovanni Benedetto,1697-1763,Italy; Germany,
piano_baroque,CrossEra-0929_Platti_piano_sonata_no._12_in_c_major_op._4__iii._polonaise.mp3,CrossEra-0929,piano,C,major,Platti; Giovanni Benedetto,1697-1763,Italy; Germany,
piano_baroque,CrossEra-0930_Platti_piano_sonata_no._12_in_c_major_op._4__iv._allegro.mp3,CrossEra-0930,piano,C,major,Platti; Giovanni Benedetto,1697-1763,Italy; Germany,
piano_baroque,CrossEra-0931_Platti_piano_sonata_no._1_in_d_major_op._1__i._adagio.mp3,CrossEra-0931,piano,D,major,Platti; Giovanni Benedetto,1697-1763,Italy; Germany,
piano_baroque,CrossEra-0932_Platti_piano_sonata_no._1_in_d_major_op._1__ii._allegro.mp3,CrossEra-0932,piano,D,major,Platti; Giovanni Benedetto,1697-1763,Italy; Germany,
piano_baroque,CrossEra-0933_Platti_piano_sonata_no._1_in_d_major_op._1__iii._largo.mp3,CrossEra-0933,piano,D,minor,Platti; Giovanni Benedetto,1697-1763,Italy; Germany,
piano_baroque,CrossEra-0934_Platti_piano_sonata_no._1_in_d_major_op._1__iv._presto.mp3,CrossEra-0934,piano,D,major,Platti; Giovanni Benedetto,1697-1763,Italy; Germany,
